SBD,Nam,Tinh,SBD_New,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,MaMonNgoaiNgu,TongDiem,KhoiA,KhoiA1,KhoiB,KhoiC,KhoiD,KHTN,KHXH,KhoiA02,KhoiC01,KhoiD07,TongDiemKHTN,TongDiemKHXH
29039722,25,29,39722,8.4,,7.0,8.5,3.25,,,,,,27.15,23.9,,20.15,,,6.25,,18.65,,,,
29039723,25,29,39723,,8.0,,,,8.5,8.75,,,,25.25,,,,25.25,,,,,,,,
29039724,25,29,39724,8.6,,8.75,8.0,,,,,,,25.35,25.35,,,,,,,,,,,
29039725,25,29,39725,7.6,,7.25,5.25,,,,,,,20.1,20.1,,,,,,,,,,,
29039726,25,29,39726,,9.25,,,,9.0,9.25,,,,27.5,,,,27.5,,,,,,,,
29039727,25,29,39727,8.6,,8.0,8.5,,,,,,,25.1,25.1,,,,,,,,,,,
29039728,25,29,39728,7.6,,8.5,,,,,,6.6,N1,22.7,,22.7,,,,,,,,,,
29039731,25,29,39731,7.6,,7.75,,,,,,7.0,N1,22.35,,22.35,,,,,,,,,,
29039732,25,29,39732,,5.25,,,,3.25,7.25,,,,15.75,,,,15.75,,,,,,,,
29039733,25,29,39733,7.6,7.5,,,,7.25,6.75,,,,29.1,,,,21.5,,,,,,,,
29039734,25,29,39734,7.8,8.75,,,,,,,,,16.55,,,,,,,,,,,,
29039735,25,29,39735,8.0,9.25,,,,,,,5.8,N1,23.05,,,,,23.05,,,,,,,
29039736,25,29,39736,7.8,8.75,5.5,6.25,,,,,,,28.3,19.55,,,,,,,,22.05,,,
29039737,25,29,39737,7.6,8.75,,,,5.0,,,4.6,N1,25.95,,,,,20.95,,,,,,,
29039738,25,29,39738,2.0,5.0,,,,2.25,5.25,4.5,3.4,N1,22.4,,,,12.5,10.4,,4.0,,,,,22.4
29039739,25,29,39739,9.2,,9.0,8.5,,,,,,,26.7,26.7,,,,,,,,,,,
29039740,25,29,39740,8.6,,8.5,6.75,,,,,,,23.85,23.85,,,,,,,,,,,
29039741,25,29,39741,,9.5,,,,6.0,7.25,,,,22.75,,,,22.75,,,,,,,,
29039742,25,29,39742,7.4,8.5,,,,,,,6.2,N1,22.1,,,,,22.1,,,,,,,
29039743,25,29,39743,,7.75,,,,,,,,,7.75,,,,,,,,,,,,
29039744,25,29,39744,5.2,7.0,,,,7.25,7.5,,,,26.95,,,,21.75,,,,,,,,
29039745,25,29,39745,,8.75,,,,,,,,,8.75,,,,,,,,,,,,
29039746,25,29,39746,,8.25,,,,9.25,8.25,,,,25.75,,,,25.75,,,,,,,,
29039747,25,29,39747,8.2,,8.25,9.0,5.75,,,,,,31.2,25.45,,22.95,,,7.67,,22.2,,,,
29039748,25,29,39748,,9.5,,,,9.5,10.0,,,,29.0,,,,29.0,,,,,,,,
29039750,25,29,39750,7.4,9.25,,,,,,,5.2,N1,21.85,,,,,21.85,,,,,,,
29039751,25,29,39751,,9.25,,,,8.75,8.5,,,,26.5,,,,26.5,,,,,,,,
29039752,25,29,39752,7.4,8.75,6.5,,,,,,6.6,N1,29.25,,20.5,,,22.75,,,,22.65,,,
29039753,25,29,39753,,8.75,,,5.5,,,,,,14.25,,,,,,,,,,,,
29039754,25,29,39754,,6.0,,,,4.5,6.25,,,,16.75,,,,16.75,,,,,,,,
29039755,25,29,39755,4.8,,3.25,5.0,,,,,,,13.05,13.05,,,,,,,,,,,
29039756,25,29,39756,8.2,7.25,5.25,,,,,,6.8,N1,27.5,,20.25,,,22.25,,,,20.7,,,
29039758,25,29,39758,7.0,,7.0,5.25,,,,,,,19.25,19.25,,,,,,,,,,,
29039759,25,29,39759,3.4,6.75,,,,8.25,8.5,9.0,,,35.9,,,,23.5,,,8.58,,,,,
29039760,25,29,39760,,7.75,,,,8.25,9.5,,,,25.5,,,,25.5,,,,,,,,
29039761,25,29,39761,7.8,7.5,,,,,,,,,15.3,,,,,,,,,,,,
29039763,25,29,39763,6.8,,6.75,6.5,,,,,4.6,N1,24.65,20.05,18.15,,,,,,,,17.9,,
29039764,25,29,39764,7.8,,7.5,6.75,,,,,,,22.05,22.05,,,,,,,,,,,
29039765,25,29,39765,6.4,,5.0,6.0,,,,,,,17.4,17.4,,,,,,,,,,,
29039766,25,29,39766,,6.75,,,,9.25,8.25,,,,24.25,,,,24.25,,,,,,,,
29039767,25,29,39767,,8.75,,,,,,,,,8.75,,,,,,,,,,,,
29039768,25,29,39768,,6.0,,,,5.75,6.0,,,,17.75,,,,17.75,,,,,,,,
29039769,25,29,39769,,8.75,,,,5.75,8.0,7.0,,,29.5,,,,22.5,,,6.92,,,,,
29039770,25,29,39770,6.6,8.25,,,,,,,4.6,N1,19.45,,,,,19.45,,,,,,,
29039771,25,29,39771,,7.0,,,,4.5,7.0,,,,18.5,,,,18.5,,,,,,,,
29039772,25,29,39772,8.4,,7.25,6.5,,,,,,,22.15,22.15,,,,,,,,,,,
29039773,25,29,39773,7.6,,7.5,5.75,,,,,,,20.85,20.85,,,,,,,,,,,
29039774,25,29,39774,5.6,5.0,,,,6.75,,,,,17.35,,,,,,,,,,,,
29039775,25,29,39775,5.4,8.25,,,,,,7.75,7.4,N1,28.8,,,,,21.05,,,,,,,
29039776,25,29,39776,8.4,8.5,,,,,,,8.2,N5,25.1,,,,,25.1,,,,,,,
29039777,25,29,39777,7.8,,7.5,6.75,,,,,,,22.05,22.05,,,,,,,,,,,
29039778,25,29,39778,7.4,,6.25,7.25,,,,,,,20.9,20.9,,,,,,,,,,,
29039779,25,29,39779,,7.5,,,,7.75,8.5,,5.0,N1,28.75,,,,23.75,,,,,,,,
29039780,25,29,39780,,8.75,,,,,,9.0,,,17.75,,,,,,,,,,,,
29039781,25,29,39781,7.8,6.5,,,,6.75,7.25,,,,28.3,,,,20.5,,,,,,,,
29039782,25,29,39782,7.8,,9.0,,,,,,7.4,N1,24.2,,24.2,,,,,,,,,,
29039783,25,29,39783,,7.0,,,,6.75,7.75,,,,21.5,,,,21.5,,,,,,,,
29039785,25,29,39785,6.2,7.5,,,,8.25,8.75,,,,30.7,,,,24.5,,,,,,,,
29039786,25,29,39786,6.8,,6.0,7.0,,,,,,,19.8,19.8,,,,,,,,,,,
29039787,25,29,39787,,4.5,,,,4.75,7.25,,,,16.5,,,,16.5,,,,,,,,
29039788,25,29,39788,6.2,6.75,,,,,,,,,12.95,,,,,,,,,,,,
29039789,25,29,39789,,7.0,,,,3.25,6.0,,,,16.25,,,,16.25,,,,,,,,
29039790,25,29,39790,,6.75,,,,6.5,9.0,,,,22.25,,,,22.25,,,,,,,,
29039791,25,29,39791,7.6,,6.75,8.0,,,,,,,22.35,22.35,,,,,,,,,,,
29039792,25,29,39792,6.8,7.75,,,,,,,6.8,N1,21.35,,,,,21.35,,,,,,,
29039793,25,29,39793,7.6,,,8.25,8.0,,,,,,23.85,,,23.85,,,,,,,,,
29039797,25,29,39797,,9.5,,,,9.25,8.25,,,,27.0,,,,27.0,,,,,,,,
29039798,25,29,39798,4.2,6.75,,,,6.0,9.0,,,,25.95,,,,21.75,,,,,,,,
29039799,25,29,39799,,6.75,,,,5.75,6.75,,,,19.25,,,,19.25,,,,,,,,
29039800,25,29,39800,7.2,,6.25,5.25,,,,,,,18.7,18.7,,,,,,,,,,,
29039801,25,29,39801,7.8,8.5,,,,,,,6.4,N1,22.7,,,,,22.7,,,,,,,
29039802,25,29,39802,,6.75,,,,3.0,4.75,,,,14.5,,,,14.5,,,,,,,,
29039803,25,29,39803,,7.75,,,,4.5,6.0,,,,18.25,,,,18.25,,,,,,,,
29039804,25,29,39804,6.6,,2.5,7.0,7.75,,,,,,23.85,16.1,,21.35,,,5.75,,16.85,,,,
29039805,25,29,39805,,9.5,,,,9.0,9.5,,,,28.0,,,,28.0,,,,,,,,
29039806,25,29,39806,7.0,,7.25,6.5,,,,,,,20.75,20.75,,,,,,,,,,,
29039807,25,29,39807,,6.5,,,,6.25,8.0,,,,20.75,,,,20.75,,,,,,,,
29039809,25,29,39809,,,,,,,,,1.2,N1,1.2,,,,,,,,,,,,
29039810,25,29,39810,7.6,8.25,8.25,5.5,,,,,,,29.6,21.35,,,,,,,,24.1,,,
29039811,25,29,39811,,5.5,,,,5.25,5.75,4.75,,,21.25,,,,16.5,,,5.25,,,,,
29039812,25,29,39812,7.4,7.5,7.25,,,,,,,,22.15,,,,,,,,,22.15,,,
29039813,25,29,39813,8.2,8.0,7.5,,,,,,8.8,N1,32.5,,24.5,,,25.0,,,,23.7,,,
29039814,25,29,39814,8.2,,7.25,4.25,,,,,,,19.7,19.7,,,,,,,,,,,
29039815,25,29,39815,,6.5,,,,4.5,7.25,,,,18.25,,,,18.25,,,,,,,,
29039816,25,29,39816,7.2,,3.25,2.25,,,,,,,12.7,12.7,,,,,,,,,,,
29039817,25,29,39817,4.8,7.75,,,,,,,3.0,N1,15.55,,,,,15.55,,,,,,,
29039818,25,29,39818,2.6,6.75,,,,3.25,6.0,,,,18.6,,,,16.0,,,,,,,,
29039819,25,29,39819,6.6,,6.75,5.25,,,,,,,18.6,18.6,,,,,,,,,,,
29039820,25,29,39820,6.0,,6.75,4.5,,,,,,,17.25,17.25,,,,,,,,,,,
29039821,25,29,39821,2.2,5.0,,,,3.0,5.25,5.75,2.6,N1,23.8,,,,13.25,9.8,,4.67,,,,,23.8
29039822,25,29,39822,7.2,,3.25,5.25,,,,,,,15.7,15.7,,,,,,,,,,,
29039823,25,29,39823,7.2,6.75,,,,6.5,6.5,,,,26.95,,,,19.75,,,,,,,,
29039824,25,29,39824,9.0,,8.75,9.0,3.75,,,,,,30.5,26.75,,21.75,,,7.17,,21.5,,,,
29039826,25,29,39826,2.6,5.5,3.25,4.25,5.25,,,,2.8,N1,23.65,10.1,8.65,12.1,,10.9,4.25,,11.1,11.35,9.65,23.65,
29039827,25,29,39827,7.8,7.5,5.25,4.25,,,,,,,24.8,17.3,,,,,,,,20.55,,,
29039828,25,29,39828,,8.0,,,,7.0,7.0,,,,22.0,,,,22.0,,,,,,,,
29039829,25,29,39829,,8.0,,,,7.75,7.5,,,,23.25,,,,23.25,,,,,,,,
29039830,25,29,39830,,9.0,,,,10.0,8.25,,,,27.25,,,,27.25,,,,,,,,
29039831,25,29,39831,6.8,7.5,,,,,,,3.6,N1,17.9,,,,,17.9,,,,,,,
29039832,25,29,39832,8.4,8.0,,,,,,,3.8,N1,20.2,,,,,20.2,,,,,,,
29039833,25,29,39833,8.0,8.75,,,,,,,7.0,N1,23.75,,,,,23.75,,,,,,,
29039834,25,29,39834,,5.25,,,,6.5,7.25,,,,19.0,,,,19.0,,,,,,,,
29039835,25,29,39835,8.2,9.25,9.5,,,,,,6.2,N1,33.15,,23.9,,,23.65,,,,26.95,,,
29039836,25,29,39836,7.8,8.0,,,,9.0,6.0,,,,30.8,,,,23.0,,,,,,,,
29039837,25,29,39837,,7.75,,,,8.0,8.5,8.25,,,32.5,,,,24.25,,,8.25,,,,,
29039838,25,29,39838,7.4,8.75,,,,,,5.75,4.4,N1,26.3,,,,,20.55,,,,,,,
29039839,25,29,39839,,9.25,,,,5.25,8.25,,,,22.75,,,,22.75,,,,,,,,
29039841,25,29,39841,7.6,,6.25,6.25,,,,,,,20.1,20.1,,,,,,,,,,,
29039842,25,29,39842,8.6,,9.0,9.75,,,,,,,27.35,27.35,,,,,,,,,,,
29039843,25,29,39843,8.0,9.0,,,,,,,7.2,N1,24.2,,,,,24.2,,,,,,,
29039844,25,29,39844,6.8,9.5,,,,7.75,,,,,24.05,,,,,,,,,,,,
29039845,25,29,39845,3.8,7.75,2.0,3.5,5.5,,,,,,22.55,9.3,,12.8,,,3.67,,11.3,13.55,,,
29039846,25,29,39846,4.8,,4.5,7.25,6.75,,,,,,23.3,16.55,,18.8,,,6.17,,16.05,,,,
29039848,25,29,39848,,6.25,,,,5.5,6.75,,,,18.5,,,,18.5,,,,,,,,
29039849,25,29,39849,,7.25,,,,,,,,,7.25,,,,,,,,,,,,
29039850,25,29,39850,7.6,9.5,,,,7.75,,,7.0,N1,31.85,,,,,24.1,,,,,,,
29039851,25,29,39851,5.8,7.5,,,,,,,,,13.3,,,,,,,,,,,,
29039852,25,29,39852,8.4,9.0,,,,,,,8.6,N1,26.0,,,,,26.0,,,,,,,
29039853,25,29,39853,,8.5,,,,8.25,9.5,9.0,5.0,N4,40.25,,,,26.25,,,8.92,,,,,
29039854,25,29,39854,7.8,,7.0,7.25,,,,,,,22.05,22.05,,,,,,,,,,,
29039855,25,29,39855,5.2,8.5,,,,9.75,,,,,23.45,,,,,,,,,,,,
29039856,25,29,39856,,7.5,,,,3.75,6.25,,,,17.5,,,,17.5,,,,,,,,
29039857,25,29,39857,,9.5,,,,10.0,9.75,,,,29.25,,,,29.25,,,,,,,,
29039858,25,29,39858,,7.5,,,,6.25,8.5,7.75,,,30.0,,,,22.25,,,7.5,,,,,
29039859,25,29,39859,,9.25,,,,7.5,6.5,,,,23.25,,,,23.25,,,,,,,,
29039860,25,29,39860,6.4,9.25,,,,,,,4.6,N1,20.25,,,,,20.25,,,,,,,
29039861,25,29,39861,8.2,,7.75,7.0,,,,,,,22.95,22.95,,,,,,,,,,,
29039862,25,29,39862,8.2,8.75,,,,,,,7.2,N1,24.15,,,,,24.15,,,,,,,
29039863,25,29,39863,,8.0,,,,8.0,8.0,,,,24.0,,,,24.0,,,,,,,,
29039864,25,29,39864,,7.25,,,,8.0,9.0,,,,24.25,,,,24.25,,,,,,,,
29039865,25,29,39865,,9.0,,,,6.75,7.5,,,,23.25,,,,23.25,,,,,,,,
29039866,25,29,39866,8.2,7.75,,,,,,,6.6,N1,22.55,,,,,22.55,,,,,,,
29039867,25,29,39867,7.6,,7.0,7.5,,,,,,,22.1,22.1,,,,,,,,,,,
29039868,25,29,39868,9.0,,8.75,,,,,,8.2,N1,25.95,,25.95,,,,,,,,,,
29039869,25,29,39869,8.0,8.75,,,,,,,2.6,N1,19.35,,,,,19.35,,,,,,,
29039870,25,29,39870,7.8,9.5,7.0,8.25,,,,,8.6,N1,41.15,23.05,23.4,,,25.9,,,,24.3,24.65,,
29039871,25,29,39871,,6.5,,,,4.0,6.5,5.0,,,22.0,,,,17.0,,,5.17,,,,,
29039872,25,29,39872,,7.0,,,,,,9.25,,,16.25,,,,,,,,,,,,
29039873,25,29,39873,6.6,,4.25,5.0,,,,,,,15.85,15.85,,,,,,,,,,,
29039874,25,29,39874,5.8,8.0,,,,,,,5.8,N1,19.6,,,,,19.6,,,,,,,
29039875,25,29,39875,6.6,,6.25,7.25,,,,,,,20.1,20.1,,,,,,,,,,,
29039876,25,29,39876,,9.5,,,,9.5,8.25,,,,27.25,,,,27.25,,,,,,,,
29039877,25,29,39877,7.4,,,8.0,8.25,,,,,,23.65,,,23.65,,,,,,,,,
29039879,25,29,39879,9.0,9.5,,,,,,9.25,8.2,N1,35.95,,,,,26.7,,,,,,,
29039880,25,29,39880,,9.5,,,,9.75,10.0,10.0,,,39.25,,,,29.25,,,9.92,,,,,
29039881,25,29,39881,,7.5,,,,7.25,8.25,,,,23.0,,,,23.0,,,,,,,,
29039882,25,29,39882,,8.25,,,,8.0,8.0,,4.0,N7,28.25,,,,24.25,,,,,,,,
29039883,25,29,39883,,9.25,,,,7.25,,8.75,,,25.25,,,,,,,,,,,,
29039884,25,29,39884,,8.25,,,,5.5,7.75,,,,21.5,,,,21.5,,,,,,,,
29039885,25,29,39885,,4.75,,,,4.5,6.0,,,,15.25,,,,15.25,,,,,,,,
29039886,25,29,39886,,9.0,,,,,,,,,9.0,,,,,,,,,,,,
29039887,25,29,39887,6.8,,6.0,6.75,,,,,,,19.55,19.55,,,,,,,,,,,
29039888,25,29,39888,,,,,,5.75,8.25,9.5,,,23.5,,,,,,,7.83,,,,,
29039890,25,29,39890,2.0,8.75,,,,9.25,9.0,9.75,4.0,N1,42.75,,,,27.0,14.75,,9.33,,,,,42.75
29039891,25,29,39891,7.4,,7.75,7.5,,,,,,,22.65,22.65,,,,,,,,,,,
29039893,25,29,39893,,9.0,,,,7.75,8.25,,,,25.0,,,,25.0,,,,,,,,
29039894,25,29,39894,,7.5,,,,6.75,9.5,,,,23.75,,,,23.75,,,,,,,,
29039895,25,29,39895,7.2,8.5,6.75,4.0,5.25,,,,,,31.7,17.95,,16.45,,,5.33,,19.2,22.45,,,
29039896,25,29,39896,8.2,,7.5,5.75,,,,,,,21.45,21.45,,,,,,,,,,,
29039897,25,29,39897,,8.75,,,,8.25,9.5,,,,26.5,,,,26.5,,,,,,,,
29039898,25,29,39898,,7.5,,,,4.5,4.75,,,,16.75,,,,16.75,,,,,,,,
29039899,25,29,39899,8.6,,7.75,6.5,,,,,,,22.85,22.85,,,,,,,,,,,
29039900,25,29,39900,7.6,5.75,6.75,7.0,4.25,,,,4.0,N1,35.35,21.35,18.35,18.85,,17.35,6.0,,18.6,20.1,18.6,35.35,
29039902,25,29,39902,8.6,,6.25,8.0,,,,,,,22.85,22.85,,,,,,,,,,,
29039903,25,29,39903,,9.5,,,,6.5,9.5,9.0,,,34.5,,,,25.5,,,8.33,,,,,
29039904,25,29,39904,,8.75,,,,8.0,9.25,,,,26.0,,,,26.0,,,,,,,,
29039906,25,29,39906,,8.0,,,,5.25,7.75,,,,21.0,,,,21.0,,,,,,,,
29039907,25,29,39907,8.4,,7.25,8.0,,,,,,,23.65,23.65,,,,,,,,,,,
29039908,25,29,39908,7.2,,4.75,7.0,,,,,,,18.95,18.95,,,,,,,,,,,
29039909,25,29,39909,,8.25,,,,7.5,9.25,,,,25.0,,,,25.0,,,,,,,,
29039910,25,29,39910,5.6,6.5,,,,7.75,,,,,19.85,,,,,,,,,,,,
29039911,25,29,39911,8.0,,,6.75,8.75,,,,,,23.5,,,23.5,,,,,,,,,
29039912,25,29,39912,5.8,8.25,,,,,,,6.8,N1,20.85,,,,,20.85,,,,,,,
29039913,25,29,39913,9.0,8.5,7.25,6.0,,,,,4.6,N1,35.35,22.25,20.85,,,22.1,,,,24.75,19.6,,
29039914,25,29,39914,8.4,9.0,,,,,,,7.8,N1,25.2,,,,,25.2,,,,,,,
29039917,25,29,39917,,8.0,,,,7.0,,,,,15.0,,,,,,,,,,,,
29039918,25,29,39918,8.6,8.75,,,,,,,7.0,N1,24.35,,,,,24.35,,,,,,,
29039919,25,29,39919,,8.75,,,,8.25,6.5,7.75,,,31.25,,,,23.5,,,7.5,,,,,
29039920,25,29,39920,,9.25,,,,10.0,9.75,9.75,,,38.75,,,,29.0,,,9.83,,,,,
29039921,25,29,39921,,9.5,,,,5.5,7.0,,,,22.0,,,,22.0,,,,,,,,
29039923,25,29,39923,8.0,,7.5,7.75,,,,,,,23.25,23.25,,,,,,,,,,,
29039924,25,29,39924,,9.0,,,,8.5,8.75,,,,26.25,,,,26.25,,,,,,,,
29039925,25,29,39925,8.2,,7.5,6.5,,,,,,,22.2,22.2,,,,,,,,,,,
29039926,25,29,39926,,7.5,,,,,,,,,7.5,,,,,,,,,,,,
29039927,25,29,39927,5.8,8.25,,,,7.75,8.0,,3.0,N1,32.8,,,,24.0,17.05,,,,,,,
29039928,25,29,39928,8.2,,7.25,5.5,,,,,,,20.95,20.95,,,,,,,,,,,
29039929,25,29,39929,3.8,6.75,,,,7.0,7.0,6.5,4.2,N1,35.25,,,,20.75,14.75,,6.83,,,,,35.25
29039930,25,29,39930,7.6,,7.5,7.25,,,,,5.6,N1,27.95,22.35,20.7,,,,,,,,20.45,,
29039931,25,29,39931,8.6,8.75,,,,6.5,8.0,9.25,6.4,N1,47.5,,,,23.25,23.75,,7.92,,,,,47.5
29039932,25,29,39932,7.4,9.5,,,,,,,6.6,N1,23.5,,,,,23.5,,,,,,,
29039933,25,29,39933,8.4,,6.75,7.5,,,,,,,22.65,22.65,,,,,,,,,,,
29039934,25,29,39934,4.4,,3.5,,,,,,,,7.9,,,,,,,,,,,,
29039935,25,29,39935,7.6,9.0,,,,,,,8.8,N1,25.4,,,,,25.4,,,,,,,
29039937,25,29,39937,8.2,,7.5,8.0,,,,,,,23.7,23.7,,,,,,,,,,,
29039938,25,29,39938,7.6,7.5,,,,7.0,8.5,,4.6,N1,35.2,,,,23.0,19.7,,,,,,,
29039939,25,29,39939,9.6,,9.5,6.5,,,,,,,25.6,25.6,,,,,,,,,,,
29039940,25,29,39940,2.6,5.25,,,,5.5,7.0,7.5,2.0,N1,29.85,,,,17.75,9.85,,6.67,,,,,29.85
29039941,25,29,39941,6.8,,,8.0,9.25,,,,,,24.05,,,24.05,,,,,,,,,
29039942,25,29,39942,,6.0,,,,2.0,7.25,,,,15.25,,,,15.25,,,,,,,,
29039943,25,29,39943,8.4,,8.5,8.75,,,,,,,25.65,25.65,,,,,,,,,,,
29039944,25,29,39944,,6.75,,,,7.75,8.25,,,,22.75,,,,22.75,,,,,,,,
29039945,25,29,39945,,7.0,,,,7.75,9.0,,,,23.75,,,,23.75,,,,,,,,
29039946,25,29,39946,,8.75,,,,7.25,8.5,,,,24.5,,,,24.5,,,,,,,,
29039947,25,29,39947,,7.0,,,,4.75,7.25,,,,19.0,,,,19.0,,,,,,,,
29039948,25,29,39948,6.6,9.25,,,,9.0,9.75,,,,34.6,,,,28.0,,,,,,,,
29039949,25,29,39949,7.4,,,3.5,5.25,,,,,,16.15,,,16.15,,,,,,,,,
29039950,25,29,39950,8.0,,8.5,8.0,,,,,,,24.5,24.5,,,,,,,,,,,
29039951,25,29,39951,8.0,8.75,,,,,,,6.0,N1,22.75,,,,,22.75,,,,,,,
29039952,25,29,39952,,9.0,,,,8.75,8.75,9.25,,,35.75,,,,26.5,,,8.92,,,,,
29039953,25,29,39953,7.6,,6.5,6.5,,,,,,,20.6,20.6,,,,,,,,,,,
29039954,25,29,39954,7.4,8.75,,,,,,,7.4,N1,23.55,,,,,23.55,,,,,,,
29039955,25,29,39955,,9.25,,,,8.5,9.75,8.75,,,36.25,,,,27.5,,,9.0,,,,,
29039956,25,29,39956,,5.75,,,,3.75,7.25,,,,16.75,,,,16.75,,,,,,,,
29039957,25,29,39957,7.4,8.75,,,,,,,,,16.15,,,,,,,,,,,,
29039958,25,29,39958,,9.5,,,,9.75,8.75,,,,28.0,,,,28.0,,,,,,,,
29039962,25,29,39962,,9.5,,,,9.25,8.25,,,,27.0,,,,27.0,,,,,,,,
29039963,25,29,39963,7.2,8.75,,,,,,,7.4,N1,23.35,,,,,23.35,,,,,,,
29039964,25,29,39964,7.8,8.33,,,,,,,7.6,N1,23.73,,,,,23.73,,,,,,,
29039966,25,29,39966,6.6,,,4.0,6.75,,,,7.2,N1,24.55,,,17.35,,,,,,,17.8,,
29039967,25,29,39967,,7.75,,,,7.75,8.0,3.75,,,27.25,,,,23.5,,,6.5,,,,,
29039968,25,29,39968,8.2,9.5,,,,,,,6.4,N1,24.1,,,,,24.1,,,,,,,
29039969,25,29,39969,7.4,,,6.25,7.75,,,,3.8,N1,25.2,,,21.4,,,,,,,17.45,,
29039970,25,29,39970,,9.0,,,,9.25,9.5,,,,27.75,,,,27.75,,,,,,,,
29039971,25,29,39971,6.6,9.0,,,,,,,5.2,N1,20.8,,,,,20.8,,,,,,,
29039972,25,29,39972,8.4,7.75,,,,,,,4.0,N1,20.15,,,,,20.15,,,,,,,
29039973,25,29,39973,,5.0,,,,4.25,5.75,,,,15.0,,,,15.0,,,,,,,,
29039974,25,29,39974,6.2,7.75,,,,7.75,9.0,8.75,4.4,N1,43.85,,,,24.5,18.35,,8.5,,,,,43.85
29039975,25,29,39975,4.2,,4.25,2.25,,,,,,,10.7,10.7,,,,,,,,,,,
29039976,25,29,39976,,9.0,,,,5.75,8.5,,6.0,N1,29.25,,,,23.25,,,,,,,,
29039977,25,29,39977,3.6,6.0,,,,4.25,4.0,,,,17.85,,,,14.25,,,,,,,,
29039978,25,29,39978,7.6,,6.0,4.75,,,,,,,18.35,18.35,,,,,,,,,,,
29039979,25,29,39979,,8.0,,,,7.0,8.5,,,,23.5,,,,23.5,,,,,,,,
29039982,25,29,39982,7.2,8.5,,,,,8.0,8.75,,,32.45,,,,,,,,,,,,
29039983,25,29,39983,7.8,8.5,,,,,,,9.0,N1,25.3,,,,,25.3,,,,,,,
29039984,25,29,39984,8.4,,6.75,,,,,,6.4,N1,21.55,,21.55,,,,,,,,,,
29039985,25,29,39985,,7.75,,,,6.25,7.0,,,,21.0,,,,21.0,,,,,,,,
29039986,25,29,39986,,8.5,,,,9.0,10.0,,,,27.5,,,,27.5,,,,,,,,
29039987,25,29,39987,7.8,8.75,,,,,,,5.6,N1,22.15,,,,,22.15,,,,,,,
29039988,25,29,39988,,5.75,,,,7.75,9.25,,,,22.75,,,,22.75,,,,,,,,
29039989,25,29,39989,,6.0,,,,2.5,4.75,,,,13.25,,,,13.25,,,,,,,,
29039990,25,29,39990,,7.25,,,,7.5,8.25,,,,23.0,,,,23.0,,,,,,,,
29039993,25,29,39993,,9.0,,,,9.5,9.25,8.75,,,36.5,,,,27.75,,,9.17,,,,,
29039994,25,29,39994,6.8,,5.25,4.75,,,,,,,16.8,16.8,,,,,,,,,,,
29039995,25,29,39995,,8.5,,,,9.0,8.25,,,,25.75,,,,25.75,,,,,,,,
29039996,25,29,39996,7.6,8.75,,,,,,,7.8,N1,24.15,,,,,24.15,,,,,,,
29039997,25,29,39997,,8.0,,,,9.25,8.75,,,,26.0,,,,26.0,,,,,,,,
29039998,25,29,39998,,6.0,,,,3.0,6.75,,,,15.75,,,,15.75,,,,,,,,
29039999,25,29,39999,4.6,7.25,,,,,0.0,,,,11.85,,,,,,,,,,,,
29040000,25,29,40000,5.4,7.0,,,,,,,,,12.4,,,,,,,,,,,,
29040001,25,29,40001,8.4,,8.0,6.75,4.75,,,,,,27.9,23.15,,19.9,,,6.5,,21.15,,,,
29040002,25,29,40002,7.4,8.5,,,,6.25,8.5,9.5,5.4,N1,45.55,,,,23.25,21.3,,8.08,,,,,45.55
29040003,25,29,40003,2.2,7.0,,,,1.75,,,,,10.95,,,,,,,,,,,,
29040004,25,29,40004,6.4,,6.5,5.5,,,,,,,18.4,18.4,,,,,,,,,,,
29040005,25,29,40005,,8.75,,,,9.5,8.75,,,,27.0,,,,27.0,,,,,,,,
29040006,25,29,40006,7.8,,5.25,6.25,,,,,,,19.3,19.3,,,,,,,,,,,
29040007,25,29,40007,8.4,,8.5,7.75,,,,,,,24.65,24.65,,,,,,,,,,,
29040008,25,29,40008,8.2,,7.0,6.5,,,,,,,21.7,21.7,,,,,,,,,,,
29040009,25,29,40009,4.6,7.0,,,,9.0,8.5,,,,29.1,,,,24.5,,,,,,,,
29040010,25,29,40010,,6.5,,,,5.5,5.0,,,,17.0,,,,17.0,,,,,,,,
29040011,25,29,40011,7.2,,7.25,6.25,,,,,,,20.7,20.7,,,,,,,,,,,
29040012,25,29,40012,,9.25,,,,8.5,8.0,,,,25.75,,,,25.75,,,,,,,,
29040013,25,29,40013,8.0,8.0,,,,9.5,9.75,9.5,,,44.75,,,,27.25,,,9.58,,,,,
29040014,25,29,40014,6.8,7.75,,,,,,,4.6,N1,19.15,,,,,19.15,,,,,,,
29040015,25,29,40015,,7.75,,,,6.5,7.25,,,,21.5,,,,21.5,,,,,,,,
29040016,25,29,40016,8.2,8.75,,,,,,,8.4,N1,25.35,,,,,25.35,,,,,,,
29040017,25,29,40017,7.6,,,5.75,8.5,,,,,,21.85,,,21.85,,,,,,,,,
29040018,25,29,40018,8.8,9.0,,,,,,,5.2,N1,23.0,,,,,23.0,,,,,,,
29040019,25,29,40019,7.4,,,7.25,7.25,,,,,,21.9,,,21.9,,,,,,,,,
29040020,25,29,40020,6.6,7.75,,,,,,,5.4,N1,19.75,,,,,19.75,,,,,,,
